id,phone_name,phone_brand,category,release_date,processor_name,processor_brand,processor_series,processor_generation,x_metric_antutu_score,x_metric_antutu_rank,y_price_amount,y_price_currency,y_price_inr,y_price_usd,y_price_type,price_source,price_raw_value,price_confidence,launch_price_candidates,current_price_candidates,source_urls,source_matches,missing_fields,is_v1_flagship,device_family,release_year,device_variant,canonical_model,cpu_geekbench6_single_core,cpu_geekbench6_multi_core,cpu_source_url,cpu_observed_at,cpu_match_confidence,gpu_3dmark_wild_life_extreme_score,gpu_3dmark_wild_life_extreme_fps,gpu_source_url,gpu_observed_at,gpu_match_confidence,ai_geekbench_quantized_score,ai_backend,ai_accelerator,ai_precision,ai_source_url,ai_observed_at,ai_match_confidence,benchmark_status,benchmark_review_reason,benchmark_last_checked_at,benchmark_source_hash
poco-f5-poco-snapdragon-7-plus-gen-2-android,Poco F5,POCO,android,2023-05-09,Snapdragon 7+ Gen 2,Snapdragon,premium,7+ Gen 2,1276060,61,20999,INR,20999,241.37,current,smartprix,"INR 20,999",0.9,379|USD|32973|379|smartprix|0.95,20999|INR|20999|241.37|smartprix|0.9,https://www.smartprix.com/mobiles/poco-f5-5g-ppd12aey24m9,smartprix|Poco F5|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-note-12-turbo-xiaomi-snapdragon-7-plus-gen-2-android-ai-phone,Redmi Note 12 Turbo,Xiaomi,android_ai_phone,2023-03-28,Snapdragon 7+ Gen 2,Snapdragon,premium,7+ Gen 2,704530,42,21999,INR,21999,252.86,current,smartprix,"INR 21,999",0.9,290|USD|25230|290|smartprix|0.95,21999|INR|21999|252.86|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-redmi-note-12-turbo-ppd12aey24m9,smartprix|Redmi Note 12 Turbo|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-12-xiaomi-snapdragon-8-gen-1-android,Mi 12,Xiaomi,android,2021-12-31,Snapdragon 8 Gen 1,Snapdragon,flagship,8 Gen 1,1259397,62,34999,INR,34999,402.29,current,smartprix,"INR 34,999",0.9,749|USD|65163|749|smartprix|0.95,34999|INR|34999|402.29|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-12-ppd12aey24m9,smartprix|Mi 12|1,,false,,2021,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s22-ultra-5g-samsung-snapdragon-8-gen-1-android,Galaxy S22 Ultra 5G,Samsung,android,2022-02-25,Snapdragon 8 Gen 1,Snapdragon,flagship,8 Gen 1,1170714,64,59999,INR,59999,689.64,current,smartprix,"INR 59,999",0.9,1199|USD|104313|1199|smartprix|0.95,59999|INR|59999|689.64|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-s22-ultra-5g-ppd12aey24m9,smartprix|Samsung Galaxy S22 Ultra 5G|1,,false,,2022,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s22-5g-samsung-snapdragon-8-gen-1-android,Galaxy S22 5G,Samsung,android,2022-02-25,Snapdragon 8 Gen 1,Snapdragon,flagship,8 Gen 1,1070102,65,36999,INR,36999,425.28,current,smartprix,"INR 36,999",0.9,799|USD|69513|799|smartprix|0.95,36999|INR|36999|425.28|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-s22-5g-ppd12aey24m9,smartprix|Galaxy S22 5G|1,,false,,2022,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-f3-poco-snapdragon-870-android,Poco F3,POCO,android,2021-03-27,Snapdragon 870,Snapdragon,flagship,870,994832,71,17999,INR,17999,206.89,current,smartprix,"INR 17,999",0.85,349|USD|30363|349|smartprix|0.95,17999|INR|17999|206.89|smartprix|0.85,https://www.smartprix.com/mobiles/poco-f3-ppd12aey24m9,smartprix|Poco F3|1,,false,,2021,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-pad-6-xiaomi-snapdragon-870-android-lite,Mi Pad 6,Xiaomi,android_lite,2023-04-18,Snapdragon 870,Snapdragon,flagship,870,973781,47,22999,INR,22999,264.36,current,smartprix,"INR 22,999",0.9,26999|INR|26999|310.33|smartprix|0.95,22999|INR|22999|264.36|smartprix|0.9,https://www.smartprix.com/tablets/xiaomi-pad-6-tablet-ppd12aey24m9,smartprix|Mi Pad 6|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-note-13-pro-plus-xiaomi-dimensity-7200-android,Redmi Note 13 Pro+,Xiaomi,android,2023-09-21,Dimensity 7200,MediaTek,mid,Dimensity 7200,1027192,67,27999,INR,27999,321.83,current,smartprix,"INR 27,999",0.9,31999|INR|31999|367.8|smartprix|0.95,27999|INR|27999|321.83|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-redmi-note-13-pro-plus-5g-ppd12aey24m9,smartprix|Redmi Note 13 Pro+|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s20-fe-5g-samsung-snapdragon-865-android,Galaxy S20 FE 5G,Samsung,android,2020-10-02,Snapdragon 865,Snapdragon,flagship,865,870391,80,26999,INR,26999,310.33,current,smartprix,"INR 26,999",0.9,699|USD|60813|699|smartprix|0.95,26999|INR|26999|310.33|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-s20-fe-5g-ppd12aey24m9,smartprix|Galaxy S20 FE 5G|1,,false,,2020,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s20-fe-4g-samsung-snapdragon-865-android,Galaxy S20 FE 4G,Samsung,android,2020-10-02,Snapdragon 865,Snapdragon,flagship,865,837528,83,26999,INR,26999,310.33,current,smartprix,"INR 26,999",0.9,699|USD|60813|699|smartprix|0.95,26999|INR|26999|310.33|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-s20-fe-5g-ppd12aey24m9,smartprix|Galaxy S20 FE 5G|0.82,,false,,2020,,,,,,,,,,,,,,,,,,,,not_eligible,,,
google-pixel-6a-google-tensor-android,Google Pixel 6a,Google,android,2022-07-28,Tensor,Tensor,flagship,Tensor,973006,73,27999,INR,27999,321.83,current,smartprix,"INR 27,999",0.9,449|USD|39063|449|smartprix|0.95,27999|INR|27999|321.83|smartprix|0.9,https://www.smartprix.com/mobiles/google-pixel-6a-ppd12aey24m9,smartprix|Google Pixel 6a|1,,false,,2022,,,,,,,,,,,,,,,,,,,,not_eligible,,,
infinix-gt-30-infinix-dimensity-7400-android,Infinix GT 30,Infinix,android,,Dimensity 7400,MediaTek,mid,Dimensity 7400,945421,74,14999,INR,14999,172.4,current,existing-data,INR 14999,0.65,,14999|INR|14999|172.4|existing-data|0.65; 179|USD|15573|179|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-note-15-pro-xiaomi-dimensity-7400-android,REDMI Note 15 Pro,Xiaomi,android,,Dimensity 7400,MediaTek,mid,Dimensity 7400,907704,76,21999,INR,21999,252.86,current,existing-data,INR 21999,0.65,,21999|INR|21999|252.86|existing-data|0.65; 259|USD|22533|259|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-x7-poco-dimensity-7300-android,Poco X7,POCO,android,2025-01-10,Dimensity 7300,MediaTek,mid,Dimensity 7300,822813,88,18999,INR,18999,218.38,current,smartprix,"INR 18,999",0.9,250|USD|21750|250|smartprix|0.95,18999|INR|18999|218.38|smartprix|0.9,https://www.smartprix.com/mobiles/poco-x7-ppd12aey24m9,smartprix|Poco X7|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-a36-5g-samsung-snapdragon-6-gen-3-android,Galaxy A36 5G,Samsung,android,2025-03-15,Snapdragon 6 Gen 3,Snapdragon,mid,6 Gen 3,833574,84,24999,INR,24999,287.34,current,smartprix,"INR 24,999",0.9,349|USD|30363|349|smartprix|0.95,24999|INR|24999|287.34|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-a36-5g-ppd12aey24m9,smartprix|Galaxy A36 5G|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-a36-samsung-snapdragon-6-gen-3-android,Galaxy A36,Samsung,android,2025-03-15,Snapdragon 6 Gen 3,Snapdragon,mid,6 Gen 3,827070,86,24999,INR,24999,287.34,current,smartprix,"INR 24,999",0.9,349|USD|30363|349|smartprix|0.95,24999|INR|24999|287.34|smartprix|0.9,https://www.smartprix.com/mobiles/samsung-galaxy-a36-5g-ppd12aey24m9,smartprix|Galaxy A36 5G|0.9,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-note-12-pro-xiaomi-dimensity-1080-android,Redmi Note 12 Pro,Xiaomi,android,2022-10-27,Dimensity 1080,MediaTek,premium,Dimensity 1080,690305,97,18999,INR,18999,218.38,current,smartprix,"INR 18,999",0.9,24999|INR|24999|287.34|smartprix|0.95,18999|INR|18999|218.38|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-redmi-note-12-pro-5g-ppd12aey24m9,smartprix|Redmi Note 12 Pro|1,,false,,2022,,,,,,,,,,,,,,,,,,,,not_eligible,,,
infinix-note-40-infinix-helio-g99-android,Infinix NOTE 40,Infinix,android,2024-03-18,Helio G99,MediaTek,mid,Helio G99,566061,105,13999,INR,13999,160.91,current,smartprix,"INR 13,999",0.9,199|USD|17313|199|smartprix|0.95,13999|INR|13999|160.91|smartprix|0.9,https://www.smartprix.com/mobiles/infinix-note-40-ppd12aey24m9,smartprix|Infinix NOTE 40|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-note-14-4g-xiaomi-helio-g99-android,Redmi Note 14 4G,Xiaomi,android,2024-09-26,Helio G99,MediaTek,mid,Helio G99,565564,106,12999,INR,12999,149.41,current,smartprix,"INR 12,999",0.9,180|USD|15660|180|smartprix|0.95,12999|INR|12999|149.41|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-redmi-note-14-ppd12aey24m9,smartprix|Redmi Note 14 4G|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
infinix-note-30-infinix-helio-g99-android,Infinix Note 30,Infinix,android,2023-05-22,Helio G99,MediaTek,mid,Helio G99,551554,111,11999,INR,11999,137.92,current,smartprix,"INR 11,999",0.9,179|USD|15573|179|smartprix|0.95,11999|INR|11999|137.92|smartprix|0.9,https://www.smartprix.com/mobiles/infinix-note-30-5g-ppd12aey24m9,smartprix|Infinix Note 30|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-14r-5g-xiaomi-snapdragon-4-gen-2-android-ai-phone,Redmi 14R 5G,Xiaomi,android_ai_phone,2024-09-12,Snapdragon 4 Gen 2,Snapdragon,entry,4 Gen 2,57301,55,9999,INR,9999,114.93,current,smartprix,"INR 9,999",0.9,130|USD|11310|130|smartprix|0.95,9999|INR|9999|114.93|smartprix|0.9,https://www.smartprix.com/mobiles/xiaomi-redmi-14r-5g-ppd12aey24m9,smartprix|Redmi 14R 5G|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
vivo-y73s-5g-vivo-dimensity-720-android-ai-phone,vivo Y73s 5G,vivo,android_ai_phone,2020-10-16,Dimensity 720,MediaTek,entry,Dimensity 720,50389,56,14999,INR,14999,172.4,current,smartprix,"INR 14,999",0.9,299|USD|26013|299|smartprix|0.95,14999|INR|14999|172.4|smartprix|0.9,https://www.smartprix.com/mobiles/vivo-y73s-5g-ppd12aey24m9,smartprix|vivo Y73s 5G|1,,false,,2020,,,,,,,,,,,,,,,,,,,,not_eligible,,,
