status,phoneName,phoneBrand,processorName,processorBrand,processorSeries,antutuScore,category,plottedPrice,plottedPriceType,source,id
"missing_price","Generic MediaTek Dimensity9300+","Generic","Dimensity 9300+","MediaTek","flagship","1382983","harvested","","","","generic-mediatek-dimensity9300-plus-generic-dimensity-9300-plus-harvested"
"missing_price","Generic Qualcomm Snapdragon8 Gen 3","Generic","Snapdragon 8 Gen 3","Snapdragon","flagship","1372529","harvested","","","","generic-qualcomm-snapdragon8-gen-3-generic-snapdragon-8-gen-3-harvested"
"missing_price","iPhone 15 Pro Max","Apple","A17 Pro","Other","other","1359948","ios","","","","iphone-15-pro-max-apple-a17-pro-ios"
"missing_price","Generic MediaTek Dimensity9300","Generic","Dimensity 9300","MediaTek","flagship","1344087","harvested","","","","generic-mediatek-dimensity9300-generic-dimensity-9300-harvested"
"missing_price","iPhone 14 Pro","Apple","A16","Other","other","1317587","ios","","","","iphone-14-pro-apple-a16-ios"
"missing_price","Infinix GT 20 Pro","Infinix","Dimensity 8200","MediaTek","premium","1291831","android","","","","infinix-gt-20-pro-infinix-dimensity-8200-android"
"missing_price","Poco F5","POCO","Snapdragon 7+ Gen 2","Snapdragon","premium","1276060","android","","","","poco-f5-poco-snapdragon-7-plus-gen-2-android"
"missing_price","iPhone 14 Pro Max","Apple","A16","Other","other","1273098","ios","","","","iphone-14-pro-max-apple-a16-ios"
"missing_price","Generic Samsung Exynos 2400","Generic","Exynos 2400","Exynos","flagship","1265238","harvested","","","","generic-samsung-exynos-2400-generic-exynos-2400-harvested"
"missing_price","Mi 12","Xiaomi","Snapdragon 8 Gen 1","Snapdragon","flagship","1259397","android","","","","mi-12-xiaomi-snapdragon-8-gen-1-android"
"missing_price","Generic MediaTek Dimensity8450","Generic","Dimensity 8450","MediaTek","premium","1233216","harvested","","","","generic-mediatek-dimensity8450-generic-dimensity-8450-harvested"
"missing_price","Generic MediaTek Dimensity8400 Full","Generic","Dimensity 8400","MediaTek","premium","1232538","harvested","","","","generic-mediatek-dimensity8400-full-generic-dimensity-8400-harvested"
"missing_price","Galaxy Tab S8 Ultra WiFi","Samsung","Snapdragon 8 Gen 1","Snapdragon","flagship","1230124","android_lite","","","","galaxy-tab-s8-ultra-wifi-samsung-snapdragon-8-gen-1-android-lite"
"missing_price","Generic MediaTek Dimensity8400-Max","Generic","Dimensity 8400","MediaTek","premium","1193101","harvested","","","","generic-mediatek-dimensity8400-max-generic-dimensity-8400-harvested"
"missing_price","Mi 13","Xiaomi","Snapdragon 8 Gen 2","Snapdragon","flagship","1183539","android_ai_phone","","","","mi-13-xiaomi-snapdragon-8-gen-2-android-ai-phone"
"missing_price","Redmi K70","Xiaomi","Snapdragon 8 Gen 2","Snapdragon","flagship","1178012","android_ai_phone","","","","redmi-k70-xiaomi-snapdragon-8-gen-2-android-ai-phone"
"missing_price","Galaxy S22 Ultra 5G","Samsung","Snapdragon 8 Gen 1","Snapdragon","flagship","1170714","android","","","","galaxy-s22-ultra-5g-samsung-snapdragon-8-gen-1-android"
"missing_price","Generic MediaTek Dimensity8400-Ultra","Generic","Dimensity 8400","MediaTek","premium","1153954","harvested","","","","generic-mediatek-dimensity8400-ultra-generic-dimensity-8400-harvested"
"missing_price","Samsung Galaxy S23 Ultra","Samsung","Snapdragon 8 Gen 2","Snapdragon","flagship","1139786","android_ai_phone","","","","samsung-galaxy-s23-ultra-samsung-snapdragon-8-gen-2-android-ai-phone"
"missing_price","Galaxy S22 5G","Samsung","Snapdragon 8 Gen 1","Snapdragon","flagship","1070102","android","","","","galaxy-s22-5g-samsung-snapdragon-8-gen-1-android"
"missing_price","Lenovo Xiaoxin Pad 2022","Lenovo","Snapdragon 870","Snapdragon","flagship","1055816","android_lite","","","","lenovo-xiaoxin-pad-2022-lenovo-snapdragon-870-android-lite"
"missing_price","Mi 11T Pro","Xiaomi","Snapdragon 888","Snapdragon","flagship","1046796","android","","","","mi-11t-pro-xiaomi-snapdragon-888-android"
"missing_price","Redmi Pad 2 Pro 5G","Xiaomi","Snapdragon 7s Gen 4","Snapdragon","premium","1037753","android_lite","","","","redmi-pad-2-pro-5g-xiaomi-snapdragon-7s-gen-4-android-lite"
"missing_price","Poco Pad M1","POCO","Snapdragon 7s Gen 4","Snapdragon","premium","1032545","android_lite","","","","poco-pad-m1-poco-snapdragon-7s-gen-4-android-lite"
"missing_price","Redmi Pad 2 Pro","Xiaomi","Snapdragon 7s Gen 4","Snapdragon","premium","1030693","android_lite","","","","redmi-pad-2-pro-xiaomi-snapdragon-7s-gen-4-android-lite"
"missing_price","HONOR Pad 10","HONOR","Snapdragon 7 Gen 3","Snapdragon","premium","1028267","android_lite","","","","honor-pad-10-honor-snapdragon-7-gen-3-android-lite"
"missing_price","Redmi Note 13 Pro+","Xiaomi","Dimensity 7200","MediaTek","mid","1027192","android","","","","redmi-note-13-pro-plus-xiaomi-dimensity-7200-android"
"missing_price","Generic Qualcomm Snapdragon8s Gen 3","Generic","Snapdragon 8s Gen 3","Snapdragon","flagship","1023936","harvested","","","","generic-qualcomm-snapdragon8s-gen-3-generic-snapdragon-8s-gen-3-harvested"
"missing_price","Generic MediaTek Dimensity9200+","Generic","Dimensity 9200+","MediaTek","flagship","1022511","harvested","","","","generic-mediatek-dimensity9200-plus-generic-dimensity-9200-plus-harvested"
"missing_price","iQOO Z10","iQOO","Snapdragon 7s Gen 3","Snapdragon","premium","1022241","android","","","","iqoo-z10-iqoo-snapdragon-7s-gen-3-android"
"missing_price","Generic MediaTek Dimensity9200","Generic","Dimensity 9200","MediaTek","flagship","1003162","harvested","","","","generic-mediatek-dimensity9200-generic-dimensity-9200-harvested"
"missing_price","Infinix NOTE 60 Pro","Infinix","Snapdragon 7s Gen 4","Snapdragon","premium","995027","android","","","","infinix-note-60-pro-infinix-snapdragon-7s-gen-4-android"
"missing_price","Poco F3","POCO","Snapdragon 870","Snapdragon","flagship","994832","android","","","","poco-f3-poco-snapdragon-870-android"
"missing_price","Galaxy Tab S7 11.0 WiFi","Samsung","Snapdragon 865","Snapdragon","flagship","990311","android_lite","","","","galaxy-tab-s7-11-0-wifi-samsung-snapdragon-865-android-lite"
"missing_price","Redmi Note 14 Pro+","Xiaomi","Snapdragon 7s Gen 3","Snapdragon","premium","982088","android","","","","redmi-note-14-pro-plus-xiaomi-snapdragon-7s-gen-3-android"
"missing_price","Mi Pad 6","Xiaomi","Snapdragon 870","Snapdragon","flagship","973781","android_lite","","","","mi-pad-6-xiaomi-snapdragon-870-android-lite"
"missing_price","Google Pixel 6a","Google","Tensor","Tensor","flagship","973006","android","","","","google-pixel-6a-google-tensor-android"
"missing_price","Galaxy Tab S7  LTE","Samsung","Snapdragon 870","Snapdragon","flagship","972669","android_lite","","","","galaxy-tab-s7-lte-samsung-snapdragon-870-android-lite"
"missing_price","Generic Qualcomm Snapdragon8 Gen 2","Generic","Snapdragon 8 Gen 2","Snapdragon","flagship","952809","harvested","","","","generic-qualcomm-snapdragon8-gen-2-generic-snapdragon-8-gen-2-harvested"
"missing_price","Infinix NOTE 60","Infinix","Dimensity 7400","MediaTek","mid","937198","android","","","","infinix-note-60-infinix-dimensity-7400-android"
"missing_price","Generic 谷歌 Tensor G4","Generic","Tensor G4","Tensor","flagship","925515","harvested","","","","generic-tensor-g4-generic-tensor-g4-harvested"
"missing_price","HUAWEI MatePad 11","Huawei","Snapdragon 865","Snapdragon","flagship","924454","android_lite","","","","huawei-matepad-11-huawei-snapdragon-865-android-lite"
"missing_price","Generic MediaTek Dimensity8350-Ultimate","Generic","Dimensity 8350","MediaTek","premium","907369","harvested","","","","generic-mediatek-dimensity8350-ultimate-generic-dimensity-8350-harvested"
"missing_price","Generic Qualcomm Snapdragon7+ Gen 3","Generic","Snapdragon 7+ Gen 3","Snapdragon","premium","905324","harvested","","","","generic-qualcomm-snapdragon7-plus-gen-3-generic-snapdragon-7-plus-gen-3-harvested"
"missing_price","OPPO Find X9 Ultra","OPPO","Snapdragon 8 Elite Gen 5","Snapdragon","flagship","904545","android_ai_llm","","","","oppo-find-x9-ultra-oppo-snapdragon-8-elite-gen-5-android-ai-llm"
"missing_price","Infinix NOTE 50S 5G","Infinix","Dimensity 7300","MediaTek","mid","897543","android","","","","infinix-note-50s-5g-infinix-dimensity-7300-android"
"missing_price","Motorola Edge 60 Fusion","Motorola","Dimensity 7400","MediaTek","mid","881624","android","","","","motorola-edge-60-fusion-motorola-dimensity-7400-android"
"missing_price","realme P4x 5G","realme","Dimensity 7400","MediaTek","mid","876982","android","","","","realme-p4x-5g-realme-dimensity-7400-android"
"missing_price","Galaxy S20 FE 5G","Samsung","Snapdragon 865","Snapdragon","flagship","870391","android","","","","galaxy-s20-fe-5g-samsung-snapdragon-865-android"
"missing_price","TECNO POVA 7 5G","TECNO","Dimensity 7300","MediaTek","mid","860243","android","","","","tecno-pova-7-5g-tecno-dimensity-7300-android"
"missing_price","HUAWEI MatePad 11.5 2023","Huawei","Snapdragon 7 Gen 1","Snapdragon","premium","842424","android_lite","","","","huawei-matepad-11-5-2023-huawei-snapdragon-7-gen-1-android-lite"
"missing_price","vivo X300 Ultra","vivo","Snapdragon 8 Elite Gen 5","Snapdragon","flagship","840257","android_ai_llm","","","","vivo-x300-ultra-vivo-snapdragon-8-elite-gen-5-android-ai-llm"
"missing_price","Infinix NOTE 50X 5G","Infinix","Dimensity 7300","MediaTek","mid","839838","android","","","","infinix-note-50x-5g-infinix-dimensity-7300-android"
"missing_price","Galaxy S20 FE 4G","Samsung","Snapdragon 865","Snapdragon","flagship","837528","android","","","","galaxy-s20-fe-4g-samsung-snapdragon-865-android"
"missing_price","Galaxy A36 5G","Samsung","Snapdragon 6 Gen 3","Snapdragon","mid","833574","android","","","","galaxy-a36-5g-samsung-snapdragon-6-gen-3-android"
"missing_price","Redmi Note 14 Pro","Xiaomi","Dimensity 7300","MediaTek","mid","828043","android","","","","redmi-note-14-pro-xiaomi-dimensity-7300-android"
"missing_price","Galaxy A36","Samsung","Snapdragon 6 Gen 3","Snapdragon","mid","827070","android","","","","galaxy-a36-samsung-snapdragon-6-gen-3-android"
"missing_price","REDMI Note 15","Xiaomi","Snapdragon 6 Gen 3","Snapdragon","mid","824239","android","","","","redmi-note-15-xiaomi-snapdragon-6-gen-3-android"
"missing_price","Poco X7","POCO","Dimensity 7300","MediaTek","mid","822813","android","","","","poco-x7-poco-dimensity-7300-android"
"missing_price","REDMI K90 Pro Max ALSC","Xiaomi","Snapdragon 8 Elite Gen 5","Snapdragon","flagship","821717","android_ai_llm","","","","redmi-k90-pro-max-alsc-xiaomi-snapdragon-8-elite-gen-5-android-ai-llm"
"missing_price","vivo T4x 5G","vivo","Dimensity 7300","MediaTek","mid","818675","android","","","","vivo-t4x-5g-vivo-dimensity-7300-android"
"missing_price","Generic MediaTek Dimensity9000+","Generic","Dimensity 9000","MediaTek","flagship","814697","harvested","","","","generic-mediatek-dimensity9000-plus-generic-dimensity-9000-harvested"
"missing_price","Generic MediaTek Dimensity8350","Generic","Dimensity 8350","MediaTek","premium","807642","harvested","","","","generic-mediatek-dimensity8350-generic-dimensity-8350-harvested"
"missing_price","Generic 谷歌 Tensor G3","Generic","Tensor G3","Tensor","flagship","800832","harvested","","","","generic-tensor-g3-generic-tensor-g3-harvested"
"missing_price","Galaxy Tab A11+","Samsung","Dimensity 7300","MediaTek","mid","799649","android_lite","","","","galaxy-tab-a11-plus-samsung-dimensity-7300-android-lite"
"missing_price","Generic MediaTek Dimensity8300-Ultra","Generic","Dimensity 8300","MediaTek","premium","796852","harvested","","","","generic-mediatek-dimensity8300-ultra-generic-dimensity-8300-harvested"
"missing_price","Poco X5 Pro 5G","POCO","Snapdragon 778G","Snapdragon","premium","788620","android","","","","poco-x5-pro-5g-poco-snapdragon-778g-android"
"missing_price","Generic MediaTek Dimensity9000","Generic","Dimensity 9000","MediaTek","flagship","786290","harvested","","","","generic-mediatek-dimensity9000-generic-dimensity-9000-harvested"
"missing_price","Generic Qualcomm Snapdragon8+ Gen 1","Generic","Snapdragon 8+ Gen 1","Snapdragon","flagship","782767","harvested","","","","generic-qualcomm-snapdragon8-plus-gen-1-generic-snapdragon-8-plus-gen-1-harvested"
"missing_price","Xiaomi 17 Ultra by Leica","Xiaomi","Snapdragon 8 Elite Gen 5","Snapdragon","flagship","781477","android_ai_llm","","","","xiaomi-17-ultra-by-leica-xiaomi-snapdragon-8-elite-gen-5-android-ai-llm"
"missing_price","Generic Samsung Exynos 2200","Generic","Exynos 2200","Exynos","flagship","773051","harvested","","","","generic-samsung-exynos-2200-generic-exynos-2200-harvested"
"missing_price","vivo S50 Pro mini","vivo","Snapdragon 8 Gen 5","Snapdragon","flagship","762974","android_ai_llm","","","","vivo-s50-pro-mini-vivo-snapdragon-8-gen-5-android-ai-llm"
"missing_price","Generic Qualcomm Snapdragon7 Gen 4","Generic","Snapdragon 7 Gen 4","Snapdragon","premium","738579","harvested","","","","generic-qualcomm-snapdragon7-gen-4-generic-snapdragon-7-gen-4-harvested"
"missing_price","Generic Qualcomm Snapdragon8+ Gen 1 UC","Generic","Snapdragon 8+ Gen 1","Snapdragon","flagship","728272","harvested","","","","generic-qualcomm-snapdragon8-plus-gen-1-uc-generic-snapdragon-8-plus-gen-1-harvested"
"missing_price","HONOR 500 Pro","HONOR","Snapdragon 8 Elite","Snapdragon","flagship","721076","android_ai_llm","","","","honor-500-pro-honor-snapdragon-8-elite-android-ai-llm"
"missing_price","Redmi Note 12 Turbo","Xiaomi","Snapdragon 7+ Gen 2","Snapdragon","premium","704530","android_ai_phone","","","","redmi-note-12-turbo-xiaomi-snapdragon-7-plus-gen-2-android-ai-phone"
"missing_price","Redmi Note 12 Pro","Xiaomi","Dimensity 1080","MediaTek","premium","690305","android","","","","redmi-note-12-pro-xiaomi-dimensity-1080-android"
"missing_price","Generic HiSilicon Kirin9020","Generic","Kirin 9020","Kirin","premium","680418","harvested","","","","generic-hisilicon-kirin9020-generic-kirin-9020-harvested"
"missing_price","Generic Qualcomm Snapdragon7+ Gen 2","Generic","Snapdragon 7+ Gen 2","Snapdragon","premium","672317","harvested","","","","generic-qualcomm-snapdragon7-plus-gen-2-generic-snapdragon-7-plus-gen-2-harvested"
"missing_price","Generic MediaTek Dimensity8200/8200 Ultra","Generic","Dimensity 8200","MediaTek","premium","661580","harvested","","","","generic-mediatek-dimensity8200-8200-ultra-generic-dimensity-8200-harvested"
"missing_price","Redmi Note 14 5G","Xiaomi","Dimensity 7025","MediaTek","mid","659728","android","","","","redmi-note-14-5g-xiaomi-dimensity-7025-android"
"missing_price","Poco M7 Pro 5G","POCO","Dimensity 7025","MediaTek","mid","656174","android","","","","poco-m7-pro-5g-poco-dimensity-7025-android"
"missing_price","Generic Qualcomm Snapdragon8 Gen 1","Generic","Snapdragon 8 Gen 1","Snapdragon","flagship","655840","harvested","","","","generic-qualcomm-snapdragon8-gen-1-generic-snapdragon-8-gen-1-harvested"
"missing_price","Generic HiSilicon Kirin9020A","Generic","Kirin 9020","Kirin","premium","647346","harvested","","","","generic-hisilicon-kirin9020a-generic-kirin-9020-harvested"
"missing_price","Generic 谷歌 Tensor G2","Generic","Tensor G2","Tensor","flagship","644730","harvested","","","","generic-tensor-g2-generic-tensor-g2-harvested"
"missing_price","Mi 17 Pro","Xiaomi","Snapdragon 8 Elite Gen 5","Snapdragon","flagship","622656","android_ai_llm","","","","mi-17-pro-xiaomi-snapdragon-8-elite-gen-5-android-ai-llm"
"missing_price","Generic Qualcomm Snapdragon7 Gen 3","Generic","Snapdragon 7 Gen 3","Snapdragon","premium","607094","harvested","","","","generic-qualcomm-snapdragon7-gen-3-generic-snapdragon-7-gen-3-harvested"
"missing_price","REDMI Pad 2","Xiaomi","Helio G100","MediaTek","entry","602118","android_lite","","","","redmi-pad-2-xiaomi-helio-g100-android-lite"
"missing_price","Redmi Pad 2","Xiaomi","Helio G100","MediaTek","entry","600630","android_lite","","","","redmi-pad-2-xiaomi-helio-g100-android-lite-2"
"missing_price","Infinix HOT 60 Pro+","Infinix","Helio G200","MediaTek","entry","583824","android","","","","infinix-hot-60-pro-plus-infinix-helio-g200-android"
"missing_price","Generic Samsung Exynos 1480","Generic","Exynos 1480","Exynos","premium","583238","harvested","","","","generic-samsung-exynos-1480-generic-exynos-1480-harvested"
"missing_price","Redmi Pad 2 4G","Xiaomi","Helio G100","MediaTek","entry","576221","android_lite","","","","redmi-pad-2-4g-xiaomi-helio-g100-android-lite"
"missing_price","Generic HiSilicon Kirin9010","Generic","Kirin 9010","Kirin","premium","573577","harvested","","","","generic-hisilicon-kirin9010-generic-kirin-9010-harvested"
"missing_price","Generic Qualcomm Snapdragon7s Gen 3","Generic","Snapdragon 7s Gen 3","Snapdragon","premium","572667","harvested","","","","generic-qualcomm-snapdragon7s-gen-3-generic-snapdragon-7s-gen-3-harvested"
"missing_price","Infinix NOTE 50 Pro","Infinix","Helio G100","MediaTek","entry","566659","android","","","","infinix-note-50-pro-infinix-helio-g100-android"
"missing_price","Infinix NOTE 40","Infinix","Helio G99","MediaTek","mid","566061","android","","","","infinix-note-40-infinix-helio-g99-android"
"missing_price","Redmi Note 14 4G","Xiaomi","Helio G99","MediaTek","mid","565564","android","","","","redmi-note-14-4g-xiaomi-helio-g99-android"
"missing_price","REDMI Note 15 4G","Xiaomi","Helio G100","MediaTek","entry","565433","android","","","","redmi-note-15-4g-xiaomi-helio-g100-android"
"missing_price","TECNO MEGAPAD 2","TECNO","Helio G100","MediaTek","entry","561899","android_lite","","","","tecno-megapad-2-tecno-helio-g100-android-lite"
"missing_price","TECNO POVA 7 Neo","TECNO","Helio G100","MediaTek","entry","560026","android","","","","tecno-pova-7-neo-tecno-helio-g100-android"
"missing_price","Redmi Note 13 Pro","Xiaomi","Helio G99","MediaTek","mid","557287","android","","","","redmi-note-13-pro-xiaomi-helio-g99-android"
"missing_price","Poco M6 Pro","POCO","Helio G99","MediaTek","mid","552276","android","","","","poco-m6-pro-poco-helio-g99-android"
"missing_price","Infinix Note 30","Infinix","Helio G99","MediaTek","mid","551554","android","","","","infinix-note-30-infinix-helio-g99-android"
"missing_price","Redmi Note 14 Pro 4G","Xiaomi","Helio G100","MediaTek","entry","549141","android","","","","redmi-note-14-pro-4g-xiaomi-helio-g100-android"
"missing_price","Galaxy A17 4G","Samsung","Helio G99","MediaTek","mid","545416","android","","","","galaxy-a17-4g-samsung-helio-g99-android"
"missing_price","Redmi Pad","Xiaomi","Helio G99","MediaTek","mid","542985","android_lite","","","","redmi-pad-xiaomi-helio-g99-android-lite"
"missing_price","Kirin 9000s","Kirin","Dimensity 9000","MediaTek","flagship","542821","android_soc","","","","kirin-9000s-kirin-dimensity-9000-android-soc"
"missing_price","Generic HiSilicon Kirin9000s","Generic","Kirin 9000","Kirin","premium","542821","harvested","","","","generic-hisilicon-kirin9000s-generic-kirin-9000-harvested"
"missing_price","Generic HiSilicon Kirin9000","Generic","Kirin 9000","Kirin","premium","539852","harvested","","","","generic-hisilicon-kirin9000-generic-kirin-9000-harvested"
"missing_price","Galaxy A07","Samsung","Helio G99","MediaTek","mid","530145","android","","","","galaxy-a07-samsung-helio-g99-android"
"missing_price","Generic Qualcomm Snapdragon6 Gen 4","Generic","Snapdragon 6 Gen 4","Snapdragon","mid","523312","harvested","","","","generic-qualcomm-snapdragon6-gen-4-generic-snapdragon-6-gen-4-harvested"
"missing_price","Galaxy Tab A9","Samsung","Helio G99","MediaTek","mid","521158","android_lite","","","","galaxy-tab-a9-samsung-helio-g99-android-lite"
"missing_price","Galaxy Tab A11","Samsung","Helio G99","MediaTek","mid","520376","android_lite","","","","galaxy-tab-a11-samsung-helio-g99-android-lite"
"missing_price","Generic 谷歌 Tensor","Generic","Tensor","Tensor","flagship","511865","harvested","","","","generic-tensor-generic-tensor-harvested"
